497149.23897560616,5733557.694081142
493999.9873926663,5725696.518331734
496424.10304771777,5726408.701777216
490571.0401079736,5730182.777196627
494832.53083417553,5727875.314045549
499998.1776819937,5725327.110868734
496710.53659222747,5735608.96836637
495505.51185172686,5727950.652123981
497571.2214067966,5727113.193554441
490462.8470066165,5726495.2291883
489691.6983530982,5733901.809980205
499588.16974968923,5726396.8509867005
491870.0579594642,5730371.688691891
496270.96522523224,5733069.590623067
500640.5662025928,5729797.773550649
497149.35765769903,5733008.715459257
493232.48410391464,5729851.254970951
488500.2282133197,5729450.822453685
491590.66102505615,5731119.023078878
492470.67786122736,5728438.897779045
498525.86309151637,5734696.326352812
497109.09856065817,5734152.6058643265
496287.7986080825,5724027.381670675
499962.05937533546,5730533.530112873
489312.9034574785,5730230.663037262
496477.459556055,5730741.387294082
491226.04554693785,5734559.008501272
491966.2985720873,5725712.14035481
501483.4429278627,5727622.402990974
498036.6740871229,5730480.540353465
491253.2160368942,5729297.133113237
493178.10844595655,5733828.211563197
496501.7013324426,5730942.016932354
495433.97311539523,5732344.879684283
501517.23990184173,5724923.34268458
494685.39432357554,5731768.737209899
486651.67716671,5730633.146341689
495200.8610125517,5728087.720627831
494628.0220224698,5729292.262209409
497251.10193937656,5730273.894051203
496788.3438565873,5731503.468769443
489422.1435516492,5731137.325216983
495044.44016009173,5734090.785061685
492921.453303869,5725235.464443881
485161.2737250193,5732285.024445485
495559.35098831047,5731515.167842142
497902.0375686534,5727021.782131397
497830.20160421834,5727018.214534079
490704.38142155187,5731126.634591549
491829.93970088963,5732533.27397069
501404.1352884259,5729112.04756042
491754.56290726305,5733163.572244596
497273.54922103335,5736517.534638317
493420.2245144025,5729603.963805689
492425.72469094436,5728425.933486768
492724.33086778515,5731534.026223411
501964.0797213362,5722959.902383227
495346.4563616159,5726635.063636598
496867.9042052355,5725752.595907994
497389.82295480825,5728844.467229351
490101.22742259817,5727630.701278161
499117.2925443661,5730224.041092269
485754.61999560834,5731160.130407232
499485.59176904726,5736435.669687547
498813.117852243,5722500.005417037
490022.86964685126,5730763.177635231
499287.4233533027,5723768.552002527
500403.2693592337,5727223.651216723
494164.53849175916,5727538.847986798
488376.49520560104,5729044.781448242
496582.7832110319,5733985.050611991
494286.92721502297,5732219.408713541
500686.40995525883,5721899.817736235
490197.63065017416,5729844.895795489
